,tn_ved,perod,1_country,1_country_sum,1_country_weight,2_country,2_country_sum,2_country_weight,3_country,3_country_sum,3_country_weight,4_country,4_country_sum,4_country_weight,5_country,5_country_sum,5_country_weight
440,"66-Зонты, солнцезащитные зонты, трости, трости-сиденья, хлысты, кнуты для верховой езды и их части",2021,KZ-КАЗАХСТАН,273158.59,0.4,BY-БЕЛАРУСЬ,272429.22,0.4,KG-КЫРГЫЗСТАН,49529.74,0.07,UA-УКРАИНА,25127.46,0.04,PL-ПОЛЬША,14549.02,0.02
441,67-Обработанные перья и пух и изделия из перьев или пуха; искусственные цветы; изделия из человеческого волоса,2015,KZ-КАЗАХСТАН,125143.77,0.4,BY-БЕЛАРУСЬ,119358.53,0.38,BE-БЕЛЬГИЯ,32984.66,0.11,AZ-АЗЕРБАЙДЖАН,15111.0,0.05,NL-НИДЕРЛАНДЫ,6516.72,0.02
442,67-Обработанные перья и пух и изделия из перьев или пуха; искусственные цветы; изделия из человеческого волоса,2016,BY-БЕЛАРУСЬ,113955.86,0.56,KZ-КАЗАХСТАН,46265.28,0.23,PL-ПОЛЬША,15159.94,0.07,UZ-УЗБЕКИСТАН,14739.52,0.07,GE-ГРУЗИЯ,4054.91,0.02
443,67-Обработанные перья и пух и изделия из перьев или пуха; искусственные цветы; изделия из человеческого волоса,2017,BY-БЕЛАРУСЬ,438298.6,0.74,KZ-КАЗАХСТАН,83123.8,0.14,UZ-УЗБЕКИСТАН,27321.2,0.05,KG-КЫРГЫЗСТАН,8445.7,0.01,MV-МАЛЬДИВЫ,6646.3,0.01
444,67-Обработанные перья и пух и изделия из перьев или пуха; искусственные цветы; изделия из человеческого волоса,2018,BY-БЕЛАРУСЬ,526057.49,0.75,KZ-КАЗАХСТАН,93379.44,0.13,AZ-АЗЕРБАЙДЖАН,22694.95,0.03,KG-КЫРГЫЗСТАН,11943.38,0.02,MN-МОНГОЛИЯ,10919.31,0.02
445,67-Обработанные перья и пух и изделия из перьев или пуха; искусственные цветы; изделия из человеческого волоса,2019,BY-БЕЛАРУСЬ,534715.53,0.78,KZ-КАЗАХСТАН,71852.18,0.1,AZ-АЗЕРБАЙДЖАН,20315.14,0.03,KG-КЫРГЫЗСТАН,15432.18,0.02,GE-ГРУЗИЯ,11638.11,0.02
446,67-Обработанные перья и пух и изделия из перьев или пуха; искусственные цветы; изделия из человеческого волоса,2020,BY-БЕЛАРУСЬ,802020.95,0.67,KZ-КАЗАХСТАН,111844.18,0.09,NO-НОРВЕГИЯ,74117.5,0.06,GE-ГРУЗИЯ,42175.0,0.04,CH-ШВЕЙЦАРИЯ,38929.31,0.03
447,67-Обработанные перья и пух и изделия из перьев или пуха; искусственные цветы; изделия из человеческого волоса,2021,BY-БЕЛАРУСЬ,713310.82,0.44,KZ-КАЗАХСТАН,212549.1,0.13,LT-ЛИТВА,133799.49,0.08,CH-ШВЕЙЦАРИЯ,114374.66,0.07,NO-НОРВЕГИЯ,74592.41,0.05
448,"68-Изделия из камня, гипса, цемента, асбеста, слюды или аналогичных материалов",2015,IQ-ИРАК,5262181.72,0.33,BY-БЕЛАРУСЬ,2471223.67,0.15,KZ-КАЗАХСТАН,2248817.56,0.14,UA-УКРАИНА,1766706.03,0.11,CN-КИТАЙ,982550.36,0.06
449,"68-Изделия из камня, гипса, цемента, асбеста, слюды или аналогичных материалов",2016,BY-БЕЛАРУСЬ,6255789.37,0.29,KZ-КАЗАХСТАН,4704395.4,0.22,UA-УКРАИНА,2187476.04,0.1,CN-КИТАЙ,1795316.53,0.08,OS-ЮЖНАЯ ОСЕТИЯ,858979.77,0.04
450,"68-Изделия из камня, гипса, цемента, асбеста, слюды или аналогичных материалов",2017,KZ-КАЗАХСТАН,35283434.8,0.5,BY-БЕЛАРУСЬ,20117864.8,0.28,KG-КЫРГЫЗСТАН,2652546.2,0.04,IN-ИНДИЯ,2051165.2,0.03,CN-КИТАЙ,1679507.0,0.02
451,"68-Изделия из камня, гипса, цемента, асбеста, слюды или аналогичных материалов",2018,BY-БЕЛАРУСЬ,6452380.71,0.29,KZ-КАЗАХСТАН,3482223.08,0.16,CN-КИТАЙ,1637905.01,0.07,IN-ИНДИЯ,1560059.53,0.07,UA-УКРАИНА,1464047.97,0.07
452,"68-Изделия из камня, гипса, цемента, асбеста, слюды или аналогичных материалов",2019,BY-БЕЛАРУСЬ,8655463.59,0.32,KZ-КАЗАХСТАН,5526914.37,0.2,DE-ГЕРМАНИЯ,2590303.66,0.09,UA-УКРАИНА,1951311.82,0.07,UZ-УЗБЕКИСТАН,1354865.52,0.05
453,"68-Изделия из камня, гипса, цемента, асбеста, слюды или аналогичных материалов",2020,KZ-КАЗАХСТАН,18860817.0,0.4,BY-БЕЛАРУСЬ,9067520.3,0.19,CZ-ЧЕХИЯ,4334379.09,0.09,DE-ГЕРМАНИЯ,2941806.94,0.06,UA-УКРАИНА,2080874.38,0.04
454,"68-Изделия из камня, гипса, цемента, асбеста, слюды или аналогичных материалов",2021,KZ-КАЗАХСТАН,33146262.57,0.43,BY-БЕЛАРУСЬ,10954402.61,0.14,BD-БАНГЛАДЕШ,6641918.53,0.09,DK-ДАНИЯ,3500473.29,0.05,AM-АРМЕНИЯ,3165299.87,0.04
